"DateTime","DHI","DNI","Temperature","Pressure","Relative.Humidity","Wind.Speed","GHI"
"17-04-2014 19:00",0,0,29,1000,66.94,3.7,0
"25-10-2011 08:00",295,213,27,1010,88.57,1.7,414
"26-08-2014 08:00",196,7,28,1000,81.88,2.4,201
"24-01-2012 19:00",0,0,23,1010,78.27,2.8,0
"27-07-2014 12:00",330,405,36,1000,45.55,2.6,732
"05-07-2013 12:00",394,59,35,1000,37.39,2.2,453
"13-06-2013 10:00",414,83,32,1000,42.38,4.3,489
"04-01-2014 13:00",398,148,28,1010,58.53,3.4,511
"07-02-2011 00:00",0,0,24,1000,87.06,2.1,0
"03-05-2011 22:00",0,0,29,1000,87.13,3.3,0
"22-03-2014 15:00",188,647,36,1000,24.9,3.5,608
"22-09-2012 14:00",178,664,30,1000,73.68,0.7,695
"14-12-2012 12:00",216,745,30,1010,57.2,2,812
"11-04-2012 15:00",169,660,33,1000,48.08,3.4,600
"07-05-2013 10:00",263,612,34,1000,54.62,2,825
"02-07-2012 07:00",146,18,27,1000,68,3.9,153
"21-06-2012 06:00",64,70,28,1000,65.8,3.7,76
"15-07-2012 11:00",399,70,32,1000,57.95,2.3,468
"08-05-2014 05:00",0,0,27,1000,90.72,3,0
"04-07-2012 01:00",0,0,27,1000,74.66,4.4,0
"30-07-2014 06:00",47,34,27,1000,77.51,3.5,52
"25-04-2012 07:00",185,114,28,1000,87.62,1,230
"16-11-2012 04:00",0,0,22,1010,84.95,3,0
"08-08-2014 08:00",235,334,27,1000,82.63,2.5,430
"20-04-2011 09:00",197,672,30,1000,78.19,2.2,722
"11-12-2013 15:00",219,143,27,1000,71.08,4.3,286
"27-08-2014 07:00",126,6,27,1000,83.67,2.9,129
"29-09-2013 10:00",236,669,30,1000,75.68,2.9,832
"10-03-2013 22:00",0,0,26,1010,84.69,3.1,0
"08-08-2012 06:00",39,0,28,1000,71.09,2.8,39
"26-07-2014 02:00",0,0,28,1000,74.57,4.2,0
"05-10-2014 14:00",202,623,31,1000,73.63,0.1,667
"19-10-2012 06:00",38,4,26,1010,88.65,2,39
"29-04-2013 05:00",0,0,28,1000,86.72,2.6,0
"22-04-2013 23:00",0,0,28,1000,85.83,1.8,0
"02-07-2013 00:00",0,0,28,1000,62.5,4.7,0
"09-01-2012 18:00",0,0,26,1010,79.99,2.8,0
"19-08-2013 11:00",270,577,28,1000,75.72,2.5,838
"14-06-2013 15:00",292,165,35,990,37.18,4.3,402
"19-10-2013 00:00",0,0,27,1000,90.16,1.1,0
"25-12-2014 06:00",0,0,23,1010,86.69,2.2,0
"20-12-2014 22:00",0,0,23,1010,77.09,3.1,0
"28-08-2011 16:00",141,0,31,1000,71.86,3.2,141
"09-04-2014 21:00",0,0,30,1010,68.31,1.9,0
"23-08-2013 10:00",192,735,32,1000,59.91,2.8,860
"07-01-2013 22:00",0,0,24,1010,82.29,2.9,0
"11-12-2013 23:00",0,0,25,1000,86.82,4,0
"10-05-2013 11:00",254,695,36,1000,51.38,1.4,939
"21-03-2014 01:00",0,0,26,1000,92.58,2,0
"27-11-2013 11:00",209,739,30,1010,64,3,816
"30-05-2012 01:00",0,0,29,990,69.48,4.5,0
"13-05-2014 19:00",0,0,29,1000,83.34,3.1,0
"23-05-2014 20:00",0,0,30,1000,69.59,4.4,0
"19-07-2012 17:00",73,0,33,1000,54.64,2.1,73
"23-10-2014 16:00",38,0,27,1000,83.79,2.2,38
"17-12-2013 19:00",0,0,23,1010,78.37,2.8,0
"28-12-2012 10:00",254,12,29,1000,62.93,3.7,263
"08-11-2013 10:00",207,735,30,1010,63.78,2.1,802
"03-04-2013 03:00",0,0,26,1000,91.44,2.2,0
"04-04-2014 14:00",235,674,39,1000,20.05,2.2,789
"09-06-2012 22:00",0,0,32,1000,62.05,2.4,0
"22-06-2012 00:00",0,0,29,1000,61.3,5.2,0
"09-09-2013 09:00",305,60,29,1000,83.77,1,352
"01-03-2014 17:00",81,110,27,1010,61.31,3.3,102
"05-02-2013 18:00",0,0,25,1010,72.58,3.5,0
"16-03-2012 14:00",233,675,36,1000,33.09,2.4,779
"01-10-2013 22:00",0,0,28,1000,85.01,3.2,0
"13-04-2013 08:00",192,528,33,1010,52.19,1.7,503
"24-09-2013 23:00",0,0,28,1000,81.39,2.5,0
"02-08-2013 11:00",220,722,36,1000,42.9,4.1,927
"30-01-2013 00:00",0,0,23,1010,85,2.5,0
"23-01-2013 18:00",0,0,25,1010,70.82,3.6,0
"29-06-2014 19:00",0,0,31,1000,71.75,3,0
"13-04-2011 22:00",0,0,27,1000,83.87,3.2,0
"09-12-2012 08:00",157,527,27,1010,70.08,1.3,396
"20-04-2014 22:00",0,0,28,1000,75.88,2.3,0
"03-01-2013 20:00",0,0,25,1010,81.44,2.1,0
"26-05-2011 17:00",84,29,30,1000,79.45,0.7,91
"15-02-2012 03:00",0,0,25,1010,93.55,0.7,0
"16-08-2013 02:00",0,0,26,1000,94.06,3,0
"06-05-2012 16:00",188,253,32,1000,61.84,2,301
"07-10-2011 19:00",0,0,28,1000,82.48,1.5,0
"02-08-2013 08:00",154,583,32,1000,50.23,4.6,494
"20-10-2011 10:00",209,728,32,1000,60.18,0.5,831
"23-12-2013 07:00",80,28,25,1010,77.52,2.3,87
"27-08-2013 15:00",295,86,30,1000,75.97,1.9,352
"16-09-2013 11:00",469,259,30,1000,81.38,2,721
"08-02-2011 16:00",138,493,26,1000,60.78,2.6,329
"10-06-2011 11:00",218,719,36,1000,45.75,3.1,918
"14-06-2012 20:00",0,0,31,1000,64.35,3.9,0
"27-09-2011 16:00",116,451,31,1000,71.83,1.2,282
"02-08-2014 11:00",245,8,36,1000,41.3,3.7,253
"14-11-2011 04:00",0,0,26,1010,86.2,2.1,0
"06-11-2013 08:00",198,449,28,1010,70.21,3,437
"03-07-2011 00:00",0,0,28,1000,83.98,2.1,0
"28-02-2012 17:00",79,143,30,1000,42.37,3.4,106
"03-05-2013 10:00",247,674,35,1000,51.62,2.8,866
"21-06-2011 23:00",0,0,30,1000,63.5,2.6,0
"09-09-2014 09:00",173,710,31,1000,63.75,2.8,723
"13-10-2014 20:00",0,0,28,1000,86.71,2.9,0
"28-02-2014 17:00",81,113,27,1010,61.94,3.6,102
"14-01-2012 15:00",141,676,27,1010,54.89,3.3,496
"12-07-2011 17:00",97,10,32,1000,59.91,2.5,100
"14-02-2011 16:00",167,403,27,1000,58.27,2,328
